frame,body,min_z,x,y,z
1345,1,-1.000016,3712.842381,489.546088,4.963716
1345,2,-0.999946,3739.537267,739.925778,17.222604
1345,3,-1.000007,3744.739850,903.857061,4.930688
1346,0,-1.000025,3729.667881,291.081159,14.270538
1346,1,-1.015382,3713.147989,489.670407,4.737188
1346,2,-0.997818,3737.654653,736.057274,15.966488
1346,3,-0.999981,3744.492162,903.728962,5.115445
1347,0,-1.000051,3729.815974,290.973966,14.312306
1347,1,-1.042878,3713.211923,489.701950,4.703957
1347,2,-1.009846,3735.514742,734.443335,15.314808
1347,3,-1.000003,3744.455396,903.715622,5.135282
1348,0,-1.000012,3730.173027,290.895995,14.529961
1348,1,-1.000019,3713.028094,489.637981,4.962614
1348,2,-0.739166,3734.647174,734.774279,15.257548
1348,3,-1.000024,3744.514899,903.735578,5.100658
1349,0,-1.000026,3730.735752,290.767807,14.857404
1349,1,-0.999992,3712.734606,489.529306,5.172111
1349,2,-0.999970,3734.767008,735.678345,14.590889
1349,3,-1.000022,3744.513158,903.734806,5.100781
1350,0,-0.999987,3731.314556,290.818156,15.286356
1350,1,-0.999991,3712.802374,489.542028,5.106834
1350,2,-1.000009,3735.333466,736.173950,14.602029
1350,3,-1.000022,3744.513158,903.734806,5.100781
1351,0,-0.999958,3731.551341,291.002566,15.529474
1351,1,-0.999997,3712.822436,489.550243,5.102835
1351,2,-0.999989,3735.843586,735.720975,14.990928
1351,3,-1.000022,3744.513158,903.734806,5.100781
1352,0,-1.000004,3731.547730,291.000036,15.521530
1352,1,-1.000015,3712.825321,489.550741,5.100788
1352,2,-0.999986,3736.348934,735.664476,15.411040
1352,3,-1.000022,3744.513158,903.734806,5.100781
1353,0,-0.999990,3731.308808,290.808736,15.263561
1353,1,-1.000015,3712.825321,489.550741,5.100788
1353,2,-0.999991,3736.563289,735.695545,15.582226
1353,3,-1.000022,3744.513158,903.734806,5.100781
1354,0,-1.000029,3730.871473,290.714353,14.917736
1354,1,-1.000015,3712.825321,489.550741,5.100788
1354,2,-1.000005,3736.476139,735.681003,15.506738
1354,3,-1.000022,3744.513158,903.734806,5.100781
1355,0,-1.000043,3730.546119,290.801070,14.731153
1355,1,-1.000015,3712.825321,489.550741,5.100788
1355,2,-1.000007,3736.093508,735.616781,15.179032
1355,3,-1.000022,3744.513158,903.734806,5.100781
1356,0,-1.000032,3730.432284,290.828219,14.671040
1356,1,-1.000015,3712.825321,489.550741,5.100788
1356,2,-1.000008,3735.702156,735.827780,14.873528
1356,3,-1.000022,3744.513158,903.734806,5.100781
1357,0,-0.999993,3730.532775,290.808189,14.730174
1357,1,-1.000015,3712.825321,489.550741,5.100788
1357,2,-0.999997,3735.492749,736.032375,14.712789
1357,3,-1.000022,3744.513158,903.734806,5.100781
1358,0,-1.000004,3730.825015,290.738617,14.904716
1358,1,-1.000015,3712.825321,489.550741,5.100788
1358,2,-0.999978,3735.442920,736.079170,14.678869
1358,3,-1.000022,3744.513158,903.734806,5.100781
1359,0,-0.999977,3731.206454,290.731001,15.165842
1359,1,-1.000015,3712.825321,489.550741,5.100788
1359,2,-1.000020,3735.555139,735.979497,14.764898
1359,3,-1.000022,3744.513158,903.734806,5.100781
1360,0,-1.000007,3731.296097,290.799557,15.257567
1360,1,-1.000015,3712.825321,489.550741,5.100788
1360,2,-1.000000,3735.803530,735.751739,14.959527
1360,3,-1.000022,3744.513158,903.734806,5.100781
1361,0,-1.000027,3731.145199,290.677441,15.086961
1361,1,-1.000015,3712.825321,489.550741,5.100788
1361,2,-0.999979,3736.106371,735.633731,15.204916
1361,3,-1.000022,3744.513158,903.734806,5.100781
1362,0,-0.999991,3730.922045,290.707166,14.952464
1362,1,-1.000015,3712.825321,489.550741,5.100788
1362,2,-0.999978,3736.136620,735.636920,15.225992
1362,3,-1.000022,3744.513158,903.734806,5.100781
1363,0,-0.999971,3730.874800,290.724330,14.928823
1363,1,-1.000015,3712.825321,489.550741,5.100788
1363,2,-1.000025,3735.896760,735.645222,15.023039
1363,3,-1.000022,3744.513158,903.734806,5.100781
1364,0,-1.000030,3731.003047,290.697416,15.004750
1364,1,-1.000015,3712.825321,489.550741,5.100788
1364,2,-0.999989,3735.758119,735.780317,14.920405
1364,3,-1.000022,3744.513158,903.734806,5.100781
1365,0,-0.999989,3731.163979,290.710867,15.120695
1365,1,-1.000015,3712.825321,489.550741,5.100788
1365,2,-1.000015,3735.753251,735.792972,14.917370
1365,3,-1.000022,3744.513158,903.734806,5.100781
1366,0,-1.000002,3731.083050,290.678093,15.046738
1366,1,-1.000015,3712.825321,489.550741,5.100788
1366,2,-1.000023,3735.879462,735.682250,15.013394
1366,3,-1.000022,3744.513158,903.734806,5.100781
1367,0,-1.000035,3731.094601,290.680533,15.056542
1367,1,-1.000015,3712.825321,489.550741,5.100788
1367,2,-1.000021,3736.013580,735.624948,15.119418
1367,3,-1.000022,3744.513158,903.734806,5.100781
1368,0,-1.000001,3731.108349,290.677060,15.063708
1368,1,-1.000015,3712.825321,489.550741,5.100788
1368,2,-1.000006,3735.928724,735.634793,15.047622
1368,3,-1.000022,3744.513158,903.734806,5.100781
1369,0,-1.000021,3731.108376,290.676929,15.063687
1369,1,-1.000015,3712.825321,489.550741,5.100788
1369,2,-1.000018,3735.951711,735.620838,15.064815
1369,3,-1.000022,3744.513158,903.734806,5.100781
1370,0,-1.000021,3731.108376,290.676929,15.063687
1370,1,-1.000015,3712.825321,489.550741,5.100788
1370,2,-1.000021,3735.949659,735.620359,15.063689
1370,3,-1.000022,3744.513158,903.734806,5.100781
1371,0,-1.000021,3731.108376,290.676929,15.063687
1371,1,-1.000015,3712.825321,489.550741,5.100788
1371,2,-1.000021,3735.949659,735.620359,15.063689
1371,3,-1.000022,3744.513158,903.734806,5.100781
1372,0,-1.000021,3731.108376,290.676929,15.063687
1372,1,-1.000015,3712.825321,489.550741,5.100788
1372,2,-1.000021,3735.949659,735.620359,15.063689
1372,3,-1.000022,3744.513158,903.734806,5.100781
1373,0,-1.000021,3731.108376,290.676929,15.063687
1373,1,-1.000015,3712.825321,489.550741,5.100788
1373,2,-1.000021,3735.949659,735.620359,15.063689
1373,3,-1.000022,3744.513158,903.734806,5.100781
1374,0,-1.000021,3731.108376,290.676929,15.063687
1374,1,-1.000015,3712.825321,489.550741,5.100788
1374,2,-1.000021,3735.949659,735.620359,15.063689
1374,3,-1.000022,3744.513158,903.734806,5.100781
1375,0,-1.000021,3731.108376,290.676929,15.063687
1375,1,-1.000015,3712.825321,489.550741,5.100788
1375,2,-1.000021,3735.949659,735.620359,15.063689
1375,3,-1.000022,3744.513158,903.734806,5.100781
1376,0,-1.000021,3731.108376,290.676929,15.063687
1376,1,-1.000015,3712.825321,489.550741,5.100788
1376,2,-1.000021,3735.949659,735.620359,15.063689
1376,3,-1.000022,3744.513158,903.734806,5.100781
1377,0,-1.000021,3731.108376,290.676929,15.063687
1377,1,-1.000015,3712.825321,489.550741,5.100788
1377,2,-1.000021,3735.949659,735.620359,15.063689
1377,3,-1.000022,3744.513158,903.734806,5.100781
1378,0,-1.000021,3731.108376,290.676929,15.063687
1378,1,-1.000015,3712.825321,489.550741,5.100788
1378,2,-1.000021,3735.949659,735.620359,15.063689
1378,3,-1.000022,3744.513158,903.734806,5.100781
1379,0,-1.000021,3731.108376,290.676929,15.063687
1379,1,-1.000015,3712.825321,489.550741,5.100788
1379,2,-1.000021,3735.949659,735.620359,15.063689
1379,3,-1.000022,3744.513158,903.734806,5.100781
1380,0,-1.000021,3731.108376,290.676929,15.063687
1380,1,-1.000015,3712.825321,489.550741,5.100788
1380,2,-1.000021,3735.949659,735.620359,15.063689
1380,3,-1.000022,3744.513158,903.734806,5.100781
1381,0,-1.000021,3731.108376,290.676929,15.063687
1381,1,-1.000015,3712.825321,489.550741,5.100788
1381,2,-1.000021,3735.949659,735.620359,15.063689
1381,3,-1.000022,3744.513158,903.734806,5.100781
1382,0,-1.000021,3731.108376,290.676929,15.063687
1382,1,-1.000015,3712.825321,489.550741,5.100788
1382,2,-1.000021,3735.949659,735.620359,15.063689
1382,3,-1.000022,3744.513158,903.734806,5.100781
1383,0,-1.000021,3731.108376,290.676929,15.063687
1383,1,-1.000015,3712.825321,489.550741,5.100788
1383,2,-1.000021,3735.949659,735.620359,15.063689
1383,3,-1.000022,3744.513158,903.734806,5.100781
1384,0,-1.000021,3731.108376,290.676929,15.063687
1384,1,-1.000015,3712.825321,489.550741,5.100788
1384,2,-1.000021,3735.949659,735.620359,15.063689
1384,3,-1.000022,3744.513158,903.734806,5.100781
1385,0,-1.000021,3731.108376,290.676929,15.063687
1385,1,-1.000015,3712.825321,489.550741,5.100788
1385,2,-1.000021,3735.949659,735.620359,15.063689
1385,3,-1.000022,3744.513158,903.734806,5.100781
1386,0,-1.000021,3731.108376,290.676929,15.063687
1386,1,-1.000015,3712.825321,489.550741,5.100788
1386,2,-1.000021,3735.949659,735.620359,15.063689
1386,3,-1.000022,3744.513158,903.734806,5.100781
1387,0,-1.000021,3731.108376,290.676929,15.063687
1387,1,-1.000015,3712.825321,489.550741,5.100788
1387,2,-1.000021,3735.949659,735.620359,15.063689
1387,3,-1.000022,3744.513158,903.734806,5.100781
1388,0,-1.000021,3731.108376,290.676929,15.063687
1388,1,-1.000015,3712.825321,489.550741,5.100788
1388,2,-1.000021,3735.949659,735.620359,15.063689
1388,3,-1.000022,3744.513158,903.734806,5.100781
1389,0,-1.000021,3731.108376,290.676929,15.063687
1389,1,-1.000015,3712.825321,489.550741,5.100788
1389,2,-1.000021,3735.949659,735.620359,15.063689
1389,3,-1.000022,3744.513158,903.734806,5.100781
1390,0,-1.000021,3731.108376,290.676929,15.063687
1390,1,-1.000015,3712.825321,489.550741,5.100788
1390,2,-1.000021,3735.949659,735.620359,15.063689
1390,3,-1.000022,3744.513158,903.734806,5.100781
1391,0,-1.000021,3731.108376,290.676929,15.063687
1391,1,-1.000015,3712.825321,489.550741,5.100788
1391,2,-1.000021,3735.949659,735.620359,15.063689
1391,3,-1.000022,3744.513158,903.734806,5.100781
1392,0,-1.000021,3731.108376,290.676929,15.063687
1392,1,-1.000015,3712.825321,489.550741,5.100788
1392,2,-1.000021,3735.949659,735.620359,15.063689
1392,3,-1.000022,3744.513158,903.734806,5.100781
1393,0,-1.000021,3731.108376,290.676929,15.063687
1393,1,-1.000015,3712.825321,489.550741,5.100788
1393,2,-1.000021,3735.949659,735.620359,15.063689
1393,3,-1.000022,3744.513158,903.734806,5.100781
1394,0,-1.000021,3731.108376,290.676929,15.063687
1394,1,-1.000015,3712.825321,489.550741,5.100788
1394,2,-1.000021,3735.949659,735.620359,15.063689
1394,3,-1.000022,3744.513158,903.734806,5.100781
1395,0,-1.000021,3731.108376,290.676929,15.063687
1395,1,-1.000015,3712.825321,489.550741,5.100788
1395,2,-1.000021,3735.949659,735.620359,15.063689
1395,3,-1.000022,3744.513158,903.734806,5.100781
1396,0,-1.000021,3731.108376,290.676929,15.063687
1396,1,-1.000015,3712.825321,489.550741,5.100788
1396,2,-1.000021,3735.949659,735.620359,15.063689
1396,3,-1.000022,3744.513158,903.734806,5.100781
1397,0,-1.000021,3731.108376,290.676929,15.063687
1397,1,-1.000015,3712.825321,489.550741,5.100788
1397,2,-1.000021,3735.949659,735.620359,15.063689
1397,3,-1.000022,3744.513158,903.734806,5.100781
1398,0,-1.000021,3731.108376,290.676929,15.063687
1398,1,-1.000015,3712.825321,489.550741,5.100788
1398,2,-1.000021,3735.949659,735.620359,15.063689
1398,3,-1.000022,3744.513158,903.734806,5.100781
1399,0,-1.000021,3731.108376,290.676929,15.063687
1399,1,-1.000015,3712.825321,489.550741,5.100788
1399,2,-1.000021,3735.949659,735.620359,15.063689
1399,3,-1.000022,3744.513158,903.734806,5.100781
1400,0,-1.000021,3731.108376,290.676929,15.063687
1400,1,-1.000015,3712.825321,489.550741,5.100788
1400,2,-1.000021,3735.949659,735.620359,15.063689
1400,3,-1.000022,3744.513158,903.734806,5.100781
1401,0,-1.000021,3731.108376,290.676929,15.063687
1401,1,-1.000015,3712.825321,489.550741,5.100788
1401,2,-1.000021,3735.949659,735.620359,15.063689
1401,3,-1.000022,3744.513158,903.734806,5.100781
1402,0,-1.000021,3731.108376,290.676929,15.063687
1402,1,-1.000015,3712.825321,489.550741,5.100788
1402,2,-1.000021,3735.949659,735.620359,15.063689
1402,3,-1.000022,3744.513158,903.734806,5.100781
1403,0,-1.000021,3731.108376,290.676929,15.063687
1403,1,-1.000015,3712.825321,489.550741,5.100788
1403,2,-1.000021,3735.949659,735.620359,15.063689
1403,3,-1.000022,3744.513158,903.734806,5.100781
1404,0,-1.000021,3731.108376,290.676929,15.063687
1404,1,-1.000015,3712.825321,489.550741,5.100788
1404,2,-1.000021,3735.949659,735.620359,15.063689
1404,3,-1.000022,3744.513158,903.734806,5.100781
1405,0,-1.000021,3731.108376,290.676929,15.063687
1405,1,-1.000015,3712.825321,489.550741,5.100788
1405,2,-1.000021,3735.949659,735.620359,15.063689
1405,3,-1.000022,3744.513158,903.734806,5.100781
1406,0,-1.000021,3731.108376,290.676929,15.063687
1406,1,-1.000015,3712.825321,489.550741,5.100788
1406,2,-1.000021,3735.949659,735.620359,15.063689
1406,3,-1.000022,3744.513158,903.734806,5.100781
1407,0,-1.000021,3731.108376,290.676929,15.063687
1407,1,-1.000015,3712.825321,489.550741,5.100788
1407,2,-1.000021,3735.949659,735.620359,15.063689
1407,3,-1.000022,3744.513158,903.734806,5.100781
1408,0,-1.000021,3731.108376,290.676929,15.063687
1408,1,-1.000015,3712.825321,489.550741,5.100788
1408,2,-1.000021,3735.949659,735.620359,15.063689
1408,3,-1.000022,3744.513158,903.734806,5.100781
1409,0,-1.000021,3731.108376,290.676929,15.063687
1409,1,-1.000015,3712.825321,489.550741,5.100788
1409,2,-1.000021,3735.949659,735.620359,15.063689
1409,3,-1.000022,3744.513158,903.734806,5.100781
1410,0,-1.000021,3731.108376,290.676929,15.063687
1410,1,-1.000015,3712.825321,489.550741,5.100788
1410,2,-1.000021,3735.949659,735.620359,15.063689
1410,3,-1.000022,3744.513158,903.734806,5.100781
1411,0,-1.000021,3731.108376,290.676929,15.063687
1411,1,-1.000015,3712.825321,489.550741,5.100788
1411,2,-1.000021,3735.949659,735.620359,15.063689
1411,3,-1.000022,3744.513158,903.734806,5.100781
1412,0,-1.000021,3731.108376,290.676929,15.063687
1412,1,-1.000015,3712.825321,489.550741,5.100788
1412,2,-1.000021,3735.949659,735.620359,15.063689
1412,3,-1.000022,3744.513158,903.734806,5.100781
1413,0,-1.000021,3731.108376,290.676929,15.063687
1413,1,-1.000015,3712.825321,489.550741,5.100788
1413,2,-1.000021,3735.949659,735.620359,15.063689
1413,3,-1.000022,3744.513158,903.734806,5.100781
1414,0,-1.000021,3731.108376,290.676929,15.063687
1414,1,-1.000015,3712.825321,489.550741,5.100788
1414,2,-1.000021,3735.949659,735.620359,15.063689
1414,3,-1.000022,3744.513158,903.734806,5.100781
1415,0,-1.000021,3731.108376,290.676929,15.063687
1415,1,-1.000015,3712.825321,489.550741,5.100788
1415,2,-1.000021,3735.949659,735.620359,15.063689
1415,3,-1.000022,3744.513158,903.734806,5.100781
1416,0,-1.000021,3731.108376,290.676929,15.063687
1416,1,-1.000015,3712.825321,489.550741,5.100788
1416,2,-1.000021,3735.949659,735.620359,15.063689
1416,3,-1.000022,3744.513158,903.734806,5.100781
1417,0,-1.000021,3731.108376,290.676929,15.063687
1417,1,-1.000015,3712.825321,489.550741,5.100788
1417,2,-1.000021,3735.949659,735.620359,15.063689
1417,3,-1.000022,3744.513158,903.734806,5.100781
1418,0,-1.000021,3731.108376,290.676929,15.063687
1418,1,-1.000015,3712.825321,489.550741,5.100788
1418,2,-1.000021,3735.949659,735.620359,15.063689
1418,3,-1.000022,3744.513158,903.734806,5.100781
1419,0,-1.000021,3731.108376,290.676929,15.063687
1419,1,-1.000015,3712.825321,489.550741,5.100788
1419,2,-1.000021,3735.949659,735.620359,15.063689
1419,3,-1.000022,3744.513158,903.734806,5.100781
1420,0,-1.000021,3731.108376,290.676929,15.063687
1420,1,-1.000015,3712.825321,489.550741,5.100788
1420,2,-1.000021,3735.949659,735.620359,15.063689
1420,3,-1.000022,3744.513158,903.734806,5.100781
1421,0,-1.000021,3731.108376,290.676929,15.063687
1421,1,-1.000015,3712.825321,489.550741,5.100788
1421,2,-1.000021,3735.949659,735.620359,15.063689
1421,3,-1.000022,3744.513158,903.734806,5.100781
1422,0,-1.000021,3731.108376,290.676929,15.063687
1422,1,-1.000015,3712.825321,489.550741,5.100788
1422,2,-1.000021,3735.949659,735.620359,15.063689
1422,3,-1.000022,3744.513158,903.734806,5.100781
1423,0,-1.000021,3731.108376,290.676929,15.063687
1423,1,-1.000015,3712.825321,489.550741,5.100788
1423,2,-1.000021,3735.949659,735.620359,15.063689
1423,3,-1.000022,3744.513158,903.734806,5.100781
1424,0,-1.000021,3731.108376,290.676929,15.063687
1424,1,-1.000015,3712.825321,489.550741,5.100788
1424,2,-1.000021,3735.949659,735.620359,15.063689
1424,3,-1.000022,3744.513158,903.734806,5.100781
1425,0,-1.000021,3731.108376,290.676929,15.063687
1425,1,-1.000015,3712.825321,489.550741,5.100788
1425,2,-1.000021,3735.949659,735.620359,15.063689
1425,3,-1.000022,3744.513158,903.734806,5.100781
1426,0,-1.000021,3731.108376,290.676929,15.063687
1426,1,-1.000015,3712.825321,489.550741,5.100788
1426,2,-1.000021,3735.949659,735.620359,15.063689
1426,3,-1.000022,3744.513158,903.734806,5.100781
1427,0,-1.000021,3731.108376,290.676929,15.063687
1427,1,-1.000015,3712.825321,489.550741,5.100788
1427,2,-1.000021,3735.949659,735.620359,15.063689
1427,3,-1.000022,3744.513158,903.734806,5.100781
1428,0,-1.000021,3731.108376,290.676929,15.063687
1428,1,-1.000015,3712.825321,489.550741,5.100788
1428,2,-1.000021,3735.949659,735.620359,15.063689
1428,3,-1.000022,3744.513158,903.734806,5.100781
1429,0,-1.000021,3731.108376,290.676929,15.063687
1429,1,-1.000015,3712.825321,489.550741,5.100788
1429,2,-1.000021,3735.949659,735.620359,15.063689
1429,3,-1.000022,3744.513158,903.734806,5.100781
1430,0,-1.000021,3731.108376,290.676929,15.063687
1430,1,-1.000015,3712.825321,489.550741,5.100788
1430,2,-1.000021,3735.949659,735.620359,15.063689
1430,3,-1.000022,3744.513158,903.734806,5.100781
1431,0,-1.000021,3731.108376,290.676929,15.063687
1431,1,-1.000015,3712.825321,489.550741,5.100788
1431,2,-1.000021,3735.949659,735.620359,15.063689
1431,3,-1.000022,3744.513158,903.734806,5.100781
1432,0,-1.000021,3731.108376,290.676929,15.063687
1432,1,-1.000015,3712.825321,489.550741,5.100788
1432,2,-1.000021,3735.949659,735.620359,15.063689
1432,3,-1.000022,3744.513158,903.734806,5.100781
1433,0,-1.000021,3731.108376,290.676929,15.063687
1433,1,-1.000015,3712.825321,489.550741,5.100788
1433,2,-1.000021,3735.949659,735.620359,15.063689
1433,3,-1.000022,3744.513158,903.734806,5.100781
1434,0,-1.000021,3731.108376,290.676929,15.063687
1434,1,-1.000015,3712.825321,489.550741,5.100788
1434,2,-1.000021,3735.949659,735.620359,15.063689
1434,3,-1.000022,3744.513158,903.734806,5.100781
1435,0,-1.000021,3731.108376,290.676929,15.063687
1435,1,-1.000015,3712.825321,489.550741,5.100788
1435,2,-1.000021,3735.949659,735.620359,15.063689
1435,3,-1.000022,3744.513158,903.734806,5.100781
1436,0,-1.000021,3731.108376,290.676929,15.063687
1436,1,-1.000015,3712.825321,489.550741,5.100788
1436,2,-1.000021,3735.949659,735.620359,15.063689
1436,3,-1.000022,3744.513158,903.734806,5.100781
1437,0,-1.000021,3731.108376,290.676929,15.063687
1437,1,-1.000015,3712.825321,489.550741,5.100788
1437,2,-1.000021,3735.949659,735.620359,15.063689
1437,3,-1.000022,3744.513158,903.734806,5.100781
1438,0,-1.000021,3731.108376,290.676929,15.063687
1438,1,-1.000015,3712.825321,489.550741,5.100788
1438,2,-1.000021,3735.949659,735.620359,15.063689
1438,3,-1.000022,3744.513158,903.734806,5.100781
1439,0,-1.000021,3731.108376,290.676929,15.063687
1439,1,-1.000015,3712.825321,489.550741,5.100788
1439,2,-1.000021,3735.949659,735.620359,15.063689
1439,3,-1.000022,3744.513158,903.734806,5.100781
1440,0,-1.000021,3731.108376,290.676929,15.063687
1440,1,-1.000015,3712.825321,489.550741,5.100788
1440,2,-1.000021,3735.949659,735.620359,15.063689
1440,3,-1.000022,3744.513158,903.734806,5.100781
1441,0,-1.000021,3731.108376,290.676929,15.063687
1441,1,-1.000015,3712.825321,489.550741,5.100788
1441,2,-1.000021,3735.949659,735.620359,15.063689
1441,3,-1.000022,3744.513158,903.734806,5.100781
1442,0,-1.000021,3731.108376,290.676929,15.063687
1442,1,-1.000015,3712.825321,489.550741,5.100788
1442,2,-1.000021,3735.949659,735.620359,15.063689
1442,3,-1.000022,3744.513158,903.734806,5.100781
1443,0,-1.000021,3731.108376,290.676929,15.063687
1443,1,-1.000015,3712.825321,489.550741,5.100788
1443,2,-1.000021,3735.949659,735.620359,15.063689
1443,3,-1.000022,3744.513158,903.734806,5.100781
1444,0,-1.000021,3731.108376,290.676929,15.063687
1444,1,-1.000015,3712.825321,489.550741,5.100788
1444,2,-1.000021,3735.949659,735.620359,15.063689
1444,3,-1.000022,3744.513158,903.734806,5.100781
1445,0,-1.000021,3731.108376,290.676929,15.063687
1445,1,-1.000015,3712.825321,489.550741,5.100788
1445,2,-1.000021,3735.949659,735.620359,15.063689
1445,3,-1.000022,3744.513158,903.734806,5.100781
1446,0,-1.000021,3731.108376,290.676929,15.063687
1446,1,-1.000015,3712.825321,489.550741,5.100788
1446,2,-1.000021,3735.949659,735.620359,15.063689
1446,3,-1.000022,3744.513158,903.734806,5.100781
1447,0,-1.000021,3731.108376,290.676929,15.063687
1447,1,-1.000015,3712.825321,489.550741,5.100788
1447,2,-1.000021,3735.949659,735.620359,15.063689
1447,3,-1.000022,3744.513158,903.734806,5.100781
1448,0,-1.000021,3731.108376,290.676929,15.063687
1448,1,-1.000015,3712.825321,489.550741,5.100788
1448,2,-1.000021,3735.949659,735.620359,15.063689
1448,3,-1.000022,3744.513158,903.734806,5.100781
1449,0,-1.000021,3731.108376,290.676929,15.063687
1449,1,-1.000015,3712.825321,489.550741,5.100788
1449,2,-1.000021,3735.949659,735.620359,15.063689
1449,3,-1.000022,3744.513158,903.734806,5.100781
1450,0,-1.000021,3731.108376,290.676929,15.063687
1450,1,-1.000015,3712.825321,489.550741,5.100788
1450,2,-1.000021,3735.949659,735.620359,15.063689
1450,3,-1.000022,3744.513158,903.734806,5.100781
1451,0,-1.000021,3731.108376,290.676929,15.063687
1451,1,-1.000015,3712.825321,489.550741,5.100788
1451,2,-1.000021,3735.949659,735.620359,15.063689
1451,3,-1.000022,3744.513158,903.734806,5.100781
1452,0,-1.000021,3731.108376,290.676929,15.063687
1452,1,-1.000015,3712.825321,489.550741,5.100788
1452,2,-1.000021,3735.949659,735.620359,15.063689
1452,3,-1.000022,3744.513158,903.734806,5.100781
1453,0,-1.000021,3731.108376,290.676929,15.063687
1453,1,-1.000015,3712.825321,489.550741,5.100788
1453,2,-1.000021,3735.949659,735.620359,15.063689
1453,3,-1.000022,3744.513158,903.734806,5.100781
1454,0,-1.000021,3731.108376,290.676929,15.063687
1454,1,-1.000015,3712.825321,489.550741,5.100788
1454,2,-1.000021,3735.949659,735.620359,15.063689
1454,3,-1.000022,3744.513158,903.734806,5.100781
1455,0,-1.000021,3731.108376,290.676929,15.063687
1455,1,-1.000015,3712.825321,489.550741,5.100788
